ContractID,CustomerID,ProductType,AssetType,ContractAmount,InterestRate,TenureMonths,PaymentFrequency,CreditScore,Region,Channel,ContractStatus,StartDate,LastPaymentDate,InsuranceType,PremiumAmount,ClaimsCount,CreatedAt,IsDefault,HasClaim
CT000174,CUST11617,Equipment Insurance,Truck,2419559,0,12,Quarterly,595,South,Branch,Closed,31-05-2021,15-09-2023,No,0,0,06-04-2021,0,0
CT000175,CUST18292,Loan,Bike,77394,0.0312,72,Monthly,766,South,Online,Active,10-07-2017,11-06-2025,No,0,0,10-07-2017,0,0
CT000176,CUST61864,Loan,Other,42363,0.2117,24,Quarterly,569,South,Broker,Active,31-08-2021,25-10-2025,No,0,0,09-05-2021,1,0
CT000177,CUST62198,Vehicle Insurance,Bike,85028,0,12,Monthly,553,West,Dealer,Closed,21-03-2019,26-03-2022,No,8538.13,1,04-07-2019,0,1
CT000178,CUST33583,Loan,Bike,104774,0.1399,12,Annually,663,Central,Online,Closed,10-08-2022,08-11-2024,No,0,0,15-10-2022,0,0
CT000179,CUST43119,Operating Lease,Equipment,644740,0.02,60,Monthly,846,West,Branch,Closed,28-12-2020,05-06-2022,Yes,0,0,27-01-2021,0,0
CT000180,CUST57124,Loan,Other,378352,0.2152,24,Annually,599,West,Branch,Active,25-12-2018,29-08-2025,No,0,0,01-06-2019,0,0
CT000181,CUST53463,Vehicle Insurance,Property,4774895,0,12,Annually,604,North,Online,Closed,07-05-2021,23-01-2021,No,0,0,27-07-2021,0,0
CT000182,CUST75597,Operating Lease,Car,589972,0.1886,84,Monthly,593,Central,Online,Active,20-04-2016,08-11-2025,Yes,0,0,05-05-2016,1,0
CT000183,CUST55652,Loan,Car,1070902,0.0985,12,Monthly,693,South,Dealer,Closed,21-12-2022,08-06-2021,Yes,0,0,13-01-2023,0,0
CT000184,CUST41970,Property Insurance,Truck,948272,0,12,Annually,658,East,Online,Active,18-07-2019,16-11-2025,No,0,0,15-08-2019,0,0
CT000185,CUST35863,Loan,Other,122358,0.02,60,Quarterly,793,South,Branch,Closed,14-09-2015,05-05-2023,No,0,0,28-09-2015,1,0
CT000186,CUST24936,Operating Lease,Equipment,640739,0.02,12,Annually,852,East,Dealer,Active,08-01-2021,28-10-2025,Yes,0,0,26-08-2021,0,0
CT000187,CUST48986,Loan,Car,390151,0.0716,36,Annually,733,North,Branch,Active,19-01-2017,11-02-2025,Yes,0,0,02-01-2017,1,0
CT000188,CUST34347,Operating Lease,Equipment,926505,0.0601,24,Quarterly,724,West,Dealer,Active,29-03-2018,13-11-2025,Yes,0,0,13-04-2018,1,0
CT000189,CUST27895,Operating Lease,Equipment,1102556,0.0883,72,Monthly,707,Central,Online,Active,30-08-2019,16-11-2025,Yes,0,0,31-08-2019,1,0
CT000190,CUST46025,Vehicle Insurance,Equipment,549932,0,12,Quarterly,620,South,Dealer,Active,03-01-2021,08-06-2025,No,0,0,27-03-2021,1,0
CT000191,CUST15453,Vehicle Insurance,Truck,1518575,0,12,Monthly,665,North,Online,Closed,05-04-2018,24-10-2020,No,0,0,31-05-2018,0,0
CT000192,CUST25386,Equipment Insurance,Property,4675320,0,12,Monthly,625,West,Online,Closed,02-04-2022,26-03-2024,No,0,0,15-02-2022,1,0
CT000193,CUST79767,Loan,Property,4826810,0.1341,84,Monthly,664,East,Online,Defaulted,31-12-2017,16-05-2025,Yes,0,0,25-01-2018,0,0
CT000194,CUST63948,Loan,Truck,1553188,0.176,36,Monthly,617,Central,Branch,Closed,23-12-2022,25-08-2022,Yes,0,0,01-12-2023,0,0
CT000195,CUST45221,Loan,Property,4602242,0.1927,72,Monthly,611,East,Dealer,Active,13-02-2018,09-06-2025,Yes,0,0,03-09-2018,0,0
CT000196,CUST22208,Loan,Equipment,1269657,0.1923,48,Annually,607,Central,Dealer,Active,17-05-2017,09-10-2025,Yes,0,0,06-04-2017,0,0
CT000197,CUST73614,Operating Lease,Car,698377,0.2547,48,Annually,513,North,Dealer,Active,10-09-2016,25-10-2025,Yes,0,0,13-10-2016,1,0
CT000198,CUST95196,Vehicle Insurance,Bike,97314,0,12,Quarterly,635,Central,Broker,Closed,12-04-2015,19-11-2021,No,0,0,26-12-2015,1,0
CT000199,CUST40689,Loan,Property,4408328,0.0873,60,Monthly,719,West,Branch,Defaulted,15-07-2017,09-04-2024,Yes,0,0,28-07-2017,0,0
CT000200,CUST27324,Loan,Bike,69243,0.2725,36,Monthly,527,South,Branch,Active,14-02-2019,31-07-2025,No,0,0,03-07-2019,1,0
CT000201,CUST28724,Operating Lease,Other,12269,0.1254,72,Monthly,669,East,Dealer,Closed,22-05-2017,29-11-2022,No,0,0,19-06-2017,0,0
CT000202,CUST23168,Loan,Truck,1488430,0.1127,36,Annually,690,East,Online,Active,10-11-2017,19-08-2025,Yes,0,0,11-04-2017,0,0
CT000203,CUST13515,Operating Lease,Other,285465,0.1535,84,Annually,631,East,Online,Active,08-12-2015,17-09-2025,No,0,0,14-08-2015,0,0
CT000204,CUST79243,Vehicle Insurance,Equipment,896974,0,12,Monthly,574,Central,Branch,Active,02-05-2019,13-08-2025,No,0,0,23-02-2019,0,0
CT000205,CUST18851,Operating Lease,Bike,67278,0.0874,72,Monthly,679,North,MobileApp,Closed,18-01-2022,20-02-2023,No,0,0,02-04-2022,0,0
CT000206,CUST80471,Equipment Insurance,Truck,1551242,0,12,Annually,624,South,Online,Active,01-06-2021,24-08-2025,No,0,0,15-01-2021,0,0
CT000207,CUST67342,Operating Lease,Property,4138155,0.1588,36,Monthly,597,South,MobileApp,Active,14-08-2015,22-08-2025,Yes,0,0,29-08-2015,0,0
CT000208,CUST55443,Operating Lease,Other,35956,0.0527,72,Quarterly,731,West,Dealer,Closed,01-05-2018,13-11-2020,No,0,0,21-01-2018,0,0
CT000209,CUST18371,Operating Lease,Equipment,509907,0.0915,24,Annually,688,West,Online,Active,05-10-2021,28-07-2025,Yes,0,0,06-02-2021,0,0
CT000210,CUST25117,Loan,Equipment,793219,0.02,48,Annually,842,North,Broker,Active,30-01-2019,15-11-2025,Yes,0,0,28-02-2019,0,0
CT000211,CUST95944,Loan,Car,852096,0.02,36,Monthly,792,South,Online,Active,30-05-2021,28-10-2025,Yes,0,0,15-06-2021,0,0
CT000212,CUST16019,Vehicle Insurance,Bike,87416,0,12,Quarterly,628,Central,Broker,Closed,20-12-2015,29-12-2020,No,0,0,01-08-2016,0,0
CT000213,CUST41795,Vehicle Insurance,Other,293496,0,12,Monthly,729,East,Online,Active,16-02-2021,16-11-2025,No,0,0,27-02-2021,0,0
CT000214,CUST93354,Vehicle Insurance,Bike,100738,0,12,Monthly,794,North,Dealer,Active,03-01-2016,11-12-2025,No,0,0,03-09-2016,1,0
CT000215,CUST22193,Equipment Insurance,Equipment,859280,0,12,Annually,755,Central,Online,Active,14-12-2015,11-10-2025,No,0,0,15-12-2015,0,0
CT000216,CUST67014,Operating Lease,Other,127417,0.1798,36,Monthly,597,South,Broker,Active,29-08-2018,25-10-2025,No,0,0,22-09-2018,1,0
CT000217,CUST86638,Operating Lease,Property,4918268,0.0913,84,Monthly,683,North,Online,Active,01-07-2019,08-02-2025,Yes,0,0,01-12-2019,0,0
CT000218,CUST99922,Loan,Other,185506,0.02,36,Monthly,887,North,Broker,Active,13-10-2017,17-10-2025,No,0,0,11-12-2017,1,0
CT000219,CUST63004,Loan,Truck,1745407,0.0798,12,Monthly,710,West,Branch,Closed,05-12-2016,29-08-2024,Yes,0,0,24-05-2016,0,0
CT000220,CUST58790,Loan,Car,772317,0.0723,72,Quarterly,737,East,MobileApp,Closed,20-03-2017,22-08-2020,Yes,0,0,21-03-2017,0,0
CT000221,CUST70423,Operating Lease,Car,493559,0.0464,72,Quarterly,719,Central,Online,Active,17-04-2019,27-10-2025,Yes,0,0,05-01-2019,1,0
CT000222,CUST29481,Operating Lease,Property,5337679,0.1298,12,Annually,667,East,Branch,Active,16-05-2020,25-10-2025,Yes,0,0,06-10-2020,0,0
CT000223,CUST78919,Vehicle Insurance,Equipment,310114,0,12,Quarterly,613,West,MobileApp,Active,02-08-2021,10-01-2025,No,0,0,02-08-2021,0,0
CT000224,CUST51795,Loan,Equipment,1213041,0.1438,36,Monthly,664,North,Broker,Defaulted,12-08-2020,19-10-2023,Yes,0,0,25-12-2020,0,0
CT000225,CUST17328,Equipment Insurance,Truck,1604270,0,12,Annually,689,Central,Dealer,Active,22-12-2016,26-07-2025,No,0,0,13-01-2017,1,0
CT000226,CUST56095,Property Insurance,Equipment,784873,0,12,Monthly,517,North,MobileApp,Closed,29-01-2021,01-07-2022,No,0,0,14-02-2021,0,0
CT000227,CUST72650,Loan,Truck,1627689,0.2467,12,Monthly,557,Central,Branch,Active,18-08-2018,11-01-2025,Yes,0,0,09-03-2018,0,0
CT000228,CUST57826,Loan,Bike,51160,0.1686,24,Quarterly,643,West,Dealer,Closed,14-08-2018,22-10-2021,No,0,0,24-08-2018,0,0
CT000229,CUST32833,Vehicle Insurance,Equipment,718281,0,12,Annually,525,West,Branch,Active,06-10-2018,22-08-2025,No,0,0,07-07-2018,1,0
CT000230,CUST84381,Loan,Property,5180177,0.0265,48,Quarterly,770,East,MobileApp,Active,03-02-2016,10-06-2025,Yes,0,0,22-03-2016,0,0
CT000231,CUST21629,Loan,Bike,115412,0.1902,72,Monthly,622,North,Branch,Active,18-03-2016,27-09-2025,No,0,0,31-03-2016,0,0
CT000232,CUST74629,Vehicle Insurance,Property,4844033,0,12,Monthly,680,East,Branch,Closed,20-04-2022,25-08-2020,No,0,0,20-04-2022,0,0
CT000233,CUST51774,Loan,Car,790694,0.1633,12,Annually,644,North,Branch,Active,18-02-2021,19-09-2025,Yes,0,0,03-03-2021,0,0
CT000234,CUST95673,Loan,Truck,1447634,0.1357,72,Annually,654,Central,Branch,Closed,08-04-2019,27-11-2023,Yes,0,0,13-08-2019,1,0
CT000235,CUST41135,Loan,Bike,90279,0.1994,48,Quarterly,602,South,Online,Active,16-01-2015,09-04-2025,No,0,0,19-01-2015,1,0
CT000236,CUST13373,Vehicle Insurance,Bike,26972,0,12,Quarterly,686,West,MobileApp,Closed,17-06-2019,05-05-2022,No,0,0,28-06-2019,0,0
CT000237,CUST59996,Loan,Bike,61846,0.1244,12,Annually,682,East,Online,Closed,30-04-2021,29-11-2024,No,0,0,25-05-2021,0,0
CT000238,CUST80968,Vehicle Insurance,Equipment,1374209,0,12,Quarterly,600,South,Branch,Active,01-02-2021,20-09-2025,No,0,0,14-01-2021,0,0
CT000239,CUST14551,Property Insurance,Truck,1645984,0,12,Monthly,662,Central,Broker,Closed,05-07-2016,16-03-2024,No,0,0,05-08-2016,0,0
CT000240,CUST65492,Vehicle Insurance,Bike,125611,0,12,Annually,738,North,Broker,Closed,08-02-2018,03-02-2023,No,0,0,29-08-2018,0,0
CT000241,CUST46202,Vehicle Insurance,Property,3896579,0,12,Monthly,674,Central,Branch,Active,15-09-2019,14-08-2025,No,0,0,18-09-2019,0,0
CT000242,CUST83752,Loan,Other,268030,0.02,60,Monthly,779,Central,Broker,Active,06-11-2020,29-09-2025,No,0,0,30-06-2020,0,0
CT000243,CUST99235,Loan,Other,357038,0.0787,36,Quarterly,727,South,Broker,Active,30-04-2020,10-12-2025,No,0,0,26-05-2020,1,0
CT000244,CUST74437,Vehicle Insurance,Bike,82158,0,12,Quarterly,753,North,MobileApp,Closed,01-08-2018,17-03-2024,No,0,0,23-01-2018,0,0
CT000245,CUST77698,Vehicle Insurance,Equipment,306878,0,12,Monthly,547,East,Branch,Closed,07-09-2016,24-04-2024,No,0,0,07-10-2016,0,0
CT000246,CUST42701,Loan,Equipment,619708,0.2557,48,Quarterly,546,North,Online,Closed,30-08-2020,14-01-2024,Yes,0,0,18-09-2020,1,0
CT000247,CUST68471,Vehicle Insurance,Bike,22527,0,12,Monthly,593,East,Online,Closed,22-09-2022,03-09-2022,No,0,0,29-09-2022,0,0
CT000248,CUST94853,Equipment Insurance,Other,26488,0,12,Monthly,740,South,Online,Active,02-06-2015,18-11-2025,No,0,0,25-02-2015,0,0
CT000249,CUST50037,Loan,Equipment,1003992,0.3018,72,Monthly,504,Central,Broker,Closed,22-05-2018,26-10-2024,Yes,0,0,06-12-2018,1,0
CT000250,CUST59051,Operating Lease,Bike,98436,0.071,72,Annually,710,East,Online,Closed,02-06-2018,28-05-2021,No,0,0,02-12-2018,0,0
CT000251,CUST29651,Vehicle Insurance,Equipment,743331,0,12,Quarterly,644,Central,Broker,Active,29-05-2022,13-10-2025,No,0,0,06-11-2022,0,0
CT000252,CUST63031,Loan,Other,345635,0.2208,72,Annually,573,East,MobileApp,Active,29-06-2017,22-07-2025,No,0,0,15-07-2017,0,0
CT000253,CUST49347,Vehicle Insurance,Other,10000,0,12,Monthly,723,North,Branch,Active,04-08-2021,28-08-2025,No,0,0,19-04-2021,0,0
CT000254,CUST39272,Operating Lease,Equipment,509497,0.0871,48,Monthly,694,West,Online,Closed,27-04-2016,29-11-2021,Yes,0,0,25-05-2016,0,0
CT000255,CUST35499,Operating Lease,Truck,1564190,0.2276,24,Quarterly,543,Central,Online,Active,16-07-2016,26-07-2025,Yes,0,0,26-07-2016,0,0
CT000256,CUST33639,Vehicle Insurance,Car,938122,0,12,Quarterly,648,South,MobileApp,Active,26-01-2020,30-10-2025,No,0,0,19-02-2020,0,0
CT000257,CUST21539,Property Insurance,Equipment,962989,0,12,Quarterly,659,South,Online,Active,20-01-2015,28-07-2025,No,0,0,15-02-2015,0,0
CT000258,CUST79603,Loan,Bike,142487,0.2506,24,Monthly,537,West,Dealer,Active,07-02-2018,29-10-2025,No,0,0,07-03-2018,1,0
CT000259,CUST49085,Operating Lease,Other,155758,0.1985,36,Quarterly,594,West,Online,Active,07-02-2016,26-07-2025,No,0,0,07-09-2016,0,0
CT000260,CUST39402,Loan,Other,82697,0.1532,84,Annually,669,West,Online,Active,18-04-2022,13-08-2025,No,0,0,19-04-2022,0,0
CT000261,CUST87846,Loan,Equipment,990133,0.2541,12,Annually,550,West,Branch,Active,04-07-2019,24-10-2025,Yes,0,0,27-04-2019,0,0
CT000262,CUST11219,Vehicle Insurance,Other,443509,0,12,Quarterly,747,West,Dealer,Active,15-07-2016,11-04-2025,No,0,0,08-09-2016,0,0
CT000263,CUST23928,Operating Lease,Truck,1499166,0.1091,72,Monthly,675,East,Dealer,Active,01-06-2019,17-09-2025,Yes,0,0,02-04-2019,0,0
CT000264,CUST73001,Vehicle Insurance,Other,451655,0,12,Monthly,588,North,Dealer,Closed,16-07-2020,05-03-2021,No,0,0,24-07-2020,0,0
CT000265,CUST94454,Loan,Truck,1267328,0.02,84,Annually,780,Central,Online,Active,06-11-2015,26-09-2025,Yes,0,0,14-06-2015,0,0
CT000266,CUST16014,Equipment Insurance,Property,4341972,0,12,Quarterly,603,West,Branch,Closed,01-03-2018,23-02-2023,No,0,0,01-11-2018,1,0
CT000267,CUST60556,Loan,Other,325029,0.1041,84,Annually,676,West,Dealer,Active,29-08-2015,19-09-2025,No,0,0,09-12-2015,0,0
CT000268,CUST33758,Vehicle Insurance,Other,304250,0,12,Monthly,679,West,Dealer,Active,19-06-2016,14-11-2025,No,0,0,07-09-2016,0,0
CT000269,CUST51187,Loan,Other,51396,0.02,60,Annually,788,West,Online,Active,17-10-2018,25-09-2025,No,0,0,24-10-2018,0,0
CT000270,CUST73167,Loan,Other,64414,0.1516,60,Monthly,641,North,Broker,Active,10-04-2016,29-10-2025,No,0,0,19-10-2016,0,0
CT000271,CUST52026,Operating Lease,Equipment,639827,0.02,84,Quarterly,748,Central,Branch,Active,07-10-2019,09-07-2025,Yes,0,0,08-06-2019,0,0
CT000272,CUST75333,Loan,Equipment,842515,0.0762,12,Annually,747,North,Online,Active,16-08-2019,08-10-2025,Yes,0,0,09-05-2019,0,0
CT000273,CUST49924,Operating Lease,Car,668133,0.1026,84,Quarterly,681,North,Dealer,Active,07-02-2017,09-04-2025,Yes,0,0,23-07-2017,0,0
CT000274,CUST57617,Loan,Other,343505,0.0861,60,Monthly,706,North,Dealer,Active,04-10-2018,28-07-2025,No,0,0,14-04-2018,0,0
CT000275,CUST63636,Operating Lease,Equipment,826156,0.2441,72,Annually,543,East,Branch,Active,19-02-2017,24-07-2025,Yes,0,0,03-12-2017,0,0
CT000276,CUST87176,Loan,Equipment,154133,0.2429,60,Annually,561,East,Online,Active,18-01-2015,08-04-2025,Yes,0,0,16-02-2015,1,0
CT000277,CUST76628,Operating Lease,Property,4565463,0.02,36,Annually,849,North,Broker,Closed,18-10-2021,23-12-2021,Yes,0,0,25-10-2021,0,0
CT000278,CUST45860,Loan,Property,4979675,0.0999,72,Quarterly,695,Central,Online,Active,11-07-2022,08-01-2025,Yes,0,0,30-11-2022,0,0
CT000279,CUST82559,Loan,Other,280476,0.16,72,Annually,631,North,Dealer,Active,27-06-2016,10-09-2025,No,0,0,21-07-2016,0,0
CT000280,CUST56168,Operating Lease,Other,225575,0.1237,36,Quarterly,654,East,MobileApp,Closed,26-12-2020,04-02-2025,No,0,0,27-12-2020,1,0
CT000281,CUST97851,Vehicle Insurance,Truck,2485951,0,12,Quarterly,665,South,Dealer,Active,09-12-2015,10-05-2025,No,0,0,10-01-2015,0,0
CT000282,CUST98542,Operating Lease,Other,144243,0.0781,72,Annually,692,West,Online,Closed,24-03-2018,21-12-2020,No,0,0,23-04-2018,0,0
CT000283,CUST82368,Vehicle Insurance,Equipment,958908,0,12,Annually,654,West,Branch,Active,07-12-2017,09-11-2025,No,0,0,18-07-2017,0,0
CT000284,CUST35362,Property Insurance,Other,178387,0,12,Monthly,574,North,Dealer,Active,10-05-2020,11-03-2025,No,0,0,11-01-2020,0,0
CT000285,CUST43425,Loan,Bike,134722,0.1695,12,Quarterly,632,East,MobileApp,Closed,09-10-2021,09-06-2021,No,0,0,10-05-2021,1,0
CT000286,CUST85061,Loan,Truck,1254639,0.174,12,Quarterly,623,North,Dealer,Closed,11-02-2020,20-05-2022,Yes,0,0,13-11-2020,0,0
CT000287,CUST38992,Vehicle Insurance,Equipment,581380,0,12,Quarterly,651,South,Online,Closed,18-04-2021,15-06-2023,No,0,0,16-05-2021,0,0
CT000288,CUST94182,Operating Lease,Car,747760,0.2127,36,Quarterly,566,South,Branch,Defaulted,30-04-2019,03-10-2024,Yes,0,0,25-05-2019,0,0
CT000289,CUST76680,Loan,Car,507472,0.053,24,Monthly,729,North,Broker,Closed,29-01-2016,01-09-2025,Yes,0,0,18-02-2016,1,0
CT000290,CUST37941,Vehicle Insurance,Other,10000,0,12,Monthly,603,North,Broker,Active,23-10-2015,15-11-2025,No,0,0,24-10-2015,0,0
CT000291,CUST33329,Operating Lease,Equipment,973787,0.1332,48,Annually,648,North,Broker,Active,25-01-2022,11-04-2025,Yes,0,0,14-02-2022,0,0
CT000292,CUST91048,Equipment Insurance,Car,501735,0,12,Quarterly,572,North,Broker,Closed,04-02-2018,12-09-2022,No,0,0,28-04-2018,0,0
CT000293,CUST96602,Operating Lease,Property,3800144,0.1772,72,Annually,580,North,Branch,Active,23-04-2018,08-10-2025,Yes,0,0,05-04-2018,1,0
CT000294,CUST11461,Operating Lease,Property,5331924,0.1779,12,Quarterly,596,North,Branch,Active,20-02-2021,19-08-2025,Yes,0,0,03-05-2021,0,0
CT000295,CUST94663,Loan,Car,777914,0.02,72,Quarterly,796,North,Branch,Closed,01-12-2017,25-04-2022,Yes,0,0,29-01-2017,0,0
CT000296,CUST19587,Operating Lease,Bike,98979,0.084,24,Monthly,709,South,Branch,Active,01-02-2019,09-01-2025,No,0,0,01-08-2019,0,0
CT000297,CUST51652,Operating Lease,Property,3546968,0.02,36,Monthly,774,South,Dealer,Defaulted,05-10-2021,10-05-2024,Yes,0,0,17-05-2021,0,0
CT000298,CUST93995,Loan,Equipment,840961,0.02,48,Monthly,811,Central,Branch,Closed,03-10-2020,13-10-2024,Yes,0,0,29-03-2020,0,0
CT000299,CUST20744,Equipment Insurance,Car,599377,0,12,Quarterly,664,Central,Branch,Active,11-05-2015,09-06-2025,No,0,0,23-11-2015,0,0
CT000300,CUST37886,Operating Lease,Truck,1319436,0.2326,48,Quarterly,543,South,Broker,Closed,02-07-2019,08-02-2020,Yes,0,0,21-02-2019,0,0
CT000301,CUST75683,Loan,Property,5075163,0.066,24,Annually,744,South,Online,Closed,09-03-2022,22-05-2024,Yes,0,0,24-09-2022,0,0
CT000302,CUST29162,Loan,Bike,52422,0.206,12,Quarterly,589,North,Dealer,Active,16-08-2017,10-04-2025,No,0,0,14-09-2017,0,0
CT000303,CUST69591,Property Insurance,Other,283435,0,12,Annually,756,Central,Online,Active,25-01-2018,10-02-2025,No,118572.99,1,02-05-2018,0,1
CT000304,CUST87028,Operating Lease,Bike,112374,0.02,48,Monthly,793,South,MobileApp,Defaulted,14-11-2018,03-02-2023,No,0,0,19-11-2018,0,0
CT000305,CUST40145,Loan,Property,3828632,0.1696,72,Quarterly,620,West,Branch,Active,29-04-2016,11-05-2025,Yes,0,0,14-05-2016,0,0
CT000306,CUST72786,Loan,Truck,1731777,0.3095,60,Annually,492,North,Broker,Active,06-07-2021,28-07-2025,Yes,0,0,06-08-2021,0,0
CT000307,CUST31802,Vehicle Insurance,Other,158478,0,12,Quarterly,632,East,Online,Active,06-03-2022,20-09-2025,No,0,0,06-10-2022,0,0
CT000308,CUST63840,Vehicle Insurance,Property,4726064,0,12,Monthly,636,West,Broker,Active,19-12-2017,09-05-2025,No,0,0,31-12-2017,1,0
CT000309,CUST60523,Vehicle Insurance,Truck,1701160,0,12,Annually,566,North,Online,Active,16-10-2021,30-07-2025,No,0,0,11-09-2021,1,0
CT000310,CUST25403,Vehicle Insurance,Other,102296,0,12,Quarterly,681,West,MobileApp,Closed,13-04-2022,06-03-2022,No,0,0,13-05-2022,0,0
CT000311,CUST73192,Vehicle Insurance,Property,5861772,0,12,Monthly,674,East,Dealer,Closed,02-05-2016,29-07-2020,No,0,0,24-02-2016,0,0
CT000312,CUST81267,Loan,Property,4804927,0.1029,60,Quarterly,710,North,Dealer,Active,27-04-2016,08-09-2025,Yes,0,0,05-08-2016,0,0
CT000313,CUST23970,Operating Lease,Property,4299626,0.0768,60,Quarterly,703,West,Online,Defaulted,02-06-2019,25-01-2025,Yes,0,0,03-03-2019,0,0
CT000314,CUST83080,Property Insurance,Property,3819584,0,12,Monthly,633,South,Online,Active,11-11-2018,27-08-2025,No,0,0,18-11-2018,0,0
CT000315,CUST68536,Vehicle Insurance,Property,4855682,0,12,Monthly,554,North,Online,Active,26-10-2022,19-11-2025,No,0,0,30-10-2022,0,0
CT000316,CUST71822,Loan,Car,962070,0.2118,48,Monthly,587,North,Online,Active,24-04-2019,09-04-2025,Yes,0,0,20-05-2019,0,0
CT000317,CUST32973,Operating Lease,Truck,1318324,0.0888,84,Monthly,683,North,Broker,Active,18-05-2015,09-02-2025,Yes,0,0,19-05-2015,0,0
CT000318,CUST57151,Vehicle Insurance,Bike,78011,0,12,Monthly,788,Central,Branch,Closed,07-05-2022,06-12-2021,No,0,0,07-07-2022,0,0
CT000319,CUST82036,Loan,Property,5510067,0.2675,48,Annually,527,Central,Online,Active,03-07-2017,28-09-2025,Yes,0,0,24-03-2017,1,0
CT000320,CUST19487,Property Insurance,Property,5733688,0,12,Monthly,854,South,Branch,Active,06-12-2021,13-08-2025,No,0,0,22-06-2021,0,0
CT000321,CUST70142,Loan,Other,316754,0.0485,72,Annually,746,Central,Online,Closed,21-06-2017,31-05-2023,No,0,0,21-06-2017,0,0
CT000322,CUST44517,Loan,Property,3980588,0.0705,48,Monthly,739,North,Dealer,Active,01-01-2017,16-10-2025,Yes,0,0,22-01-2017,0,0
CT000323,CUST34925,Loan,Truck,1043324,0.0941,84,Monthly,704,South,Branch,Active,19-10-2017,11-04-2025,Yes,0,0,18-11-2017,0,0
CT000324,CUST96956,Vehicle Insurance,Bike,85943,0,12,Quarterly,582,North,Broker,Active,17-12-2021,31-07-2025,No,0,0,22-12-2021,1,0
CT000325,CUST76995,Operating Lease,Equipment,974629,0.0307,60,Monthly,747,South,Online,Active,13-05-2020,24-08-2025,Yes,0,0,16-05-2020,1,0
CT000326,CUST77922,Operating Lease,Car,1271147,0.2224,36,Quarterly,573,West,Branch,Active,25-08-2018,16-10-2025,Yes,0,0,09-04-2018,0,0
CT000327,CUST57962,Operating Lease,Equipment,447659,0.2377,48,Monthly,537,South,Online,Active,19-02-2018,24-08-2025,Yes,0,0,22-02-2018,0,0
CT000328,CUST45382,Vehicle Insurance,Other,248475,0,12,Annually,711,South,Online,Active,09-04-2016,28-07-2025,No,0,0,21-09-2016,1,0
CT000329,CUST51383,Operating Lease,Other,171183,0.2719,12,Monthly,522,South,Broker,Closed,31-10-2016,11-11-2021,No,0,0,23-11-2016,0,0
CT000330,CUST53864,Loan,Car,1243063,0.1696,12,Annually,647,South,Online,Closed,14-08-2019,04-11-2024,Yes,0,0,09-03-2019,0,0
CT000331,CUST95082,Vehicle Insurance,Equipment,906434,0,12,Monthly,613,Central,Online,Active,01-05-2020,11-01-2025,No,0,0,30-01-2020,0,0
CT000332,CUST54222,Loan,Bike,60709,0.1871,36,Annually,604,East,Broker,Active,23-07-2017,09-03-2025,No,0,0,31-07-2017,0,0
CT000333,CUST68313,Loan,Car,891841,0.1781,72,Annually,631,East,Online,Active,27-05-2016,22-08-2025,Yes,0,0,06-02-2016,0,0
CT000334,CUST31877,Operating Lease,Car,668480,0.1949,60,Monthly,585,North,MobileApp,Defaulted,15-06-2019,28-11-2023,Yes,0,0,07-05-2019,0,0
CT000335,CUST61097,Loan,Property,5207236,0.3514,12,Quarterly,456,South,Online,Active,29-11-2016,10-09-2025,Yes,0,0,26-12-2016,0,0
CT000336,CUST80855,Operating Lease,Property,4697662,0.1539,48,Annually,627,East,MobileApp,Closed,13-09-2021,15-12-2022,Yes,0,0,10-03-2021,0,0
CT000337,CUST79964,Operating Lease,Bike,74128,0.2639,36,Monthly,524,East,Branch,Defaulted,16-08-2019,05-10-2023,No,0,0,25-08-2019,0,0
